LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNK,AVWAGE,TOT,USD,A,2017,56277.32497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNK,AVWAGE,TOT,USD,A,2018,56827.52767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNK,AVWAGE,TOT,USD,A,2019,57149.59431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,AVWAGE,TOT,USD,A,2015,44616.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,AVWAGE,TOT,USD,A,2016,44975.60703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,AVWAGE,TOT,USD,A,2017,44864.41587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,AVWAGE,TOT,USD,A,2018,45023.39388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,AVWAGE,TOT,USD,A,2019,45697.55615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,AVWAGE,TOT,USD,A,2015,45087.62571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,AVWAGE,TOT,USD,A,2016,45610.18378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,AVWAGE,TOT,USD,A,2017,46162.80625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,AVWAGE,TOT,USD,A,2018,46256.36191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,AVWAGE,TOT,USD,A,2019,46480.6154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,AVWAGE,TOT,USD,A,2015,50878.09477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,AVWAGE,TOT,USD,A,2016,51622.98488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,AVWAGE,TOT,USD,A,2017,52181.30995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,AVWAGE,TOT,USD,A,2018,52929.5536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,AVWAGE,TOT,USD,A,2019,53637.8016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,AVWAGE,TOT,USD,A,2015,27448.75013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,AVWAGE,TOT,USD,A,2016,27394.53173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,AVWAGE,TOT,USD,A,2017,27321.80061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,AVWAGE,TOT,USD,A,2018,27479.68523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,AVWAGE,TOT,USD,A,2019,27459.1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,AVWAGE,TOT,USD,A,2015,21449.78557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,AVWAGE,TOT,USD,A,2016,21810.41182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,AVWAGE,TOT,USD,A,2017,23527.36545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,AVWAGE,TOT,USD,A,2018,24702.95934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,AVWAGE,TOT,USD,A,2019,26223.19671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,AVWAGE,TOT,USD,A,2015,48407.79125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,AVWAGE,TOT,USD,A,2016,49030.4212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,AVWAGE,TOT,USD,A,2017,49585.17818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,AVWAGE,TOT,USD,A,2018,49695.39773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,AVWAGE,TOT,USD,A,2019,50490.47141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,AVWAGE,TOT,USD,A,2015,38691.17743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,AVWAGE,TOT,USD,A,2016,38982.24797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,AVWAGE,TOT,USD,A,2017,38706.95871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,AVWAGE,TOT,USD,A,2018,38852.72523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,AVWAGE,TOT,USD,A,2019,39189.36576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,AVWAGE,TOT,USD,A,2015,37225.93188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,AVWAGE,TOT,USD,A,2016,37896.31241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,AVWAGE,TOT,USD,A,2017,38084.71057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,AVWAGE,TOT,USD,A,2018,38193.16835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,AVWAGE,TOT,USD,A,2019,38617.46549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,AVWAGE,TOT,USD,A,2015,37512.83565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,AVWAGE,TOT,USD,A,2016,38617.35471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,AVWAGE,TOT,USD,A,2017,39551.53296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,AVWAGE,TOT,USD,A,2018,40820.34833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,AVWAGE,TOT,USD,A,2019,42284.78911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX,AVWAGE,TOT,USD,A,2015,68381.61077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX,AVWAGE,TOT,USD,A,2016,68503.77293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX,AVWAGE,TOT,USD,A,2017,69541.03065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX,AVWAGE,TOT,USD,A,2018,69556.26185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX,AVWAGE,TOT,USD,A,2019,68680.52973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,AVWAGE,TOT,USD,A,2015,17101.81793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,AVWAGE,TOT,USD,A,2016,16981.33584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,AVWAGE,TOT,USD,A,2017,16984.11528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,AVWAGE,TOT,USD,A,2018,17180.80319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,AVWAGE,TOT,USD,A,2019,17594.46105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLD,AVWAGE,TOT,USD,A,2015,57378.21452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLD,AVWAGE,TOT,USD,A,2016,57573.20166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLD,AVWAGE,TOT,USD,A,2017,57138.28325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLD,AVWAGE,TOT,USD,A,2018,56708.92587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLD,AVWAGE,TOT,USD,A,2019,56552.29043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,AVWAGE,TOT,USD,A,2015,53943.78397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,AVWAGE,TOT,USD,A,2016,52943.44998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,AVWAGE,TOT,USD,A,2017,53034.32566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,AVWAGE,TOT,USD,A,2018,53484.64221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,AVWAGE,TOT,USD,A,2019,54027.48705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,AVWAGE,TOT,USD,A,2015,25648.08453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,AVWAGE,TOT,USD,A,2016,26934.07273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,AVWAGE,TOT,USD,A,2017,28070.80769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,AVWAGE,TOT,USD,A,2018,30090.88308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,AVWAGE,TOT,USD,A,2019,31969.56803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,AVWAGE,TOT,USD,A,2015,26175.52846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,AVWAGE,TOT,USD,A,2016,26023.70855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,AVWAGE,TOT,USD,A,2017,26141.28364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,AVWAGE,TOT,USD,A,2018,26413.09577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,AVWAGE,TOT,USD,A,2019,26633.71719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,AVWAGE,TOT,USD,A,2015,22230.13786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,AVWAGE,TOT,USD,A,2016,22947.42395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,AVWAGE,TOT,USD,A,2017,23610.42637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,AVWAGE,TOT,USD,A,2018,24254.01607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,AVWAGE,TOT,USD,A,2019,25452.38663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,AVWAGE,TOT,USD,A,2015,39637.51128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,AVWAGE,TOT,USD,A,2016,39413.14818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,AVWAGE,TOT,USD,A,2017,38897.90764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,AVWAGE,TOT,USD,A,2018,38554.41746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,AVWAGE,TOT,USD,A,2019,38757.56996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE,AVWAGE,TOT,USD,A,2015,44849.4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE,AVWAGE,TOT,USD,A,2016,45552.08133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE,AVWAGE,TOT,USD,A,2017,45818.05044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE,AVWAGE,TOT,USD,A,2018,46061.69242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE,AVWAGE,TOT,USD,A,2019,46695.34986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,AVWAGE,TOT,USD,A,2015,66517.46188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,AVWAGE,TOT,USD,A,2016,66349.80362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,AVWAGE,TOT,USD,A,2017,66131.82428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,AVWAGE,TOT,USD,A,2018,66120.94281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,AVWAGE,TOT,USD,A,2019,66566.72632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,AVWAGE,TOT,USD,A,2015,45531.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,AVWAGE,TOT,USD,A,2016,46087.95586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,AVWAGE,TOT,USD,A,2017,46492.67666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,AVWAGE,TOT,USD,A,2018,46655.52243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,AVWAGE,TOT,USD,A,2019,47226.08766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AVWAGE,TOT,USD,A,2015,62982.15361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AVWAGE,TOT,USD,A,2016,63079.25821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AVWAGE,TOT,USD,A,2017,63734.34215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AVWAGE,TOT,USD,A,2018,64396.69684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AVWAGE,TOT,USD,A,2019,65835.57764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,AVWAGE,TOT,USD,A,2015,24628.69101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,AVWAGE,TOT,USD,A,2016,25841.28678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,AVWAGE,TOT,USD,A,2017,26554.96128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,AVWAGE,TOT,USD,A,2018,28499.25441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,AVWAGE,TOT,USD,A,2019,30296.87726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,AVWAGE,TOT,USD,A,2015,35439.45549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,AVWAGE,TOT,USD,A,2016,36729.29562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,AVWAGE,TOT,USD,A,2017,37745.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,AVWAGE,TOT,USD,A,2018,38602.96507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,AVWAGE,TOT,USD,A,2019,39403.10257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,AVWAGE,TOT,USD,A,2015,36371.82514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,AVWAGE,TOT,USD,A,2016,37871.05798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,AVWAGE,TOT,USD,A,2017,38503.34068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,AVWAGE,TOT,USD,A,2018,39077.86228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,AVWAGE,TOT,USD,A,2019,40219.62097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD,AVWAGE,TOT,USD,A,2015,46562.4795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD,AVWAGE,TOT,USD,A,2016,46897.42165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD,AVWAGE,TOT,USD,A,2017,47276.80623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD,AVWAGE,TOT,USD,A,2018,47747.77667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD,AVWAGE,TOT,USD,A,2019,48586.93652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISL,AVWAGE,TOT,USD,A,2015,56081.3317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISL,AVWAGE,TOT,USD,A,2016,61206.55418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISL,AVWAGE,TOT,USD,A,2017,67709.68977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISL,AVWAGE,TOT,USD,A,2018,70002.52953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISL,AVWAGE,TOT,USD,A,2019,68005.79368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,AVWAGE,TOT,USD,A,2015,41672.77532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,AVWAGE,TOT,USD,A,2016,43183.13048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,AVWAGE,TOT,USD,A,2017,43398.99731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,AVWAGE,TOT,USD,A,2018,43769.61954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,AVWAGE,TOT,USD,A,2019,44030.74518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,AVWAGE,TOT,USD,A,2015,26001.07511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,AVWAGE,TOT,USD,A,2016,27044.38873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,AVWAGE,TOT,USD,A,2017,26313.01752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,AVWAGE,TOT,USD,A,2018,26369.49741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,AVWAGE,TOT,USD,A,2019,26915.8365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVA,AVWAGE,TOT,USD,A,2015,23258.38222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVA,AVWAGE,TOT,USD,A,2016,24662.51202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVA,AVWAGE,TOT,USD,A,2017,25620.42698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVA,AVWAGE,TOT,USD,A,2018,26764.56306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVA,AVWAGE,TOT,USD,A,2019,28453.58675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,AVWAGE,TOT,USD,A,2015,23593.35637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,AVWAGE,TOT,USD,A,2016,24853.85569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,AVWAGE,TOT,USD,A,2017,26258.4257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,AVWAGE,TOT,USD,A,2018,27368.00667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,AVWAGE,TOT,USD,A,2019,28913.89776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
